Region,City,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Payment Mode,Year,Month,Sales_log
West,Ahmedabad,Sports,Yoga Mat,3,70082,15,178709.1,COD,2023,12,12.093520218856463
South,Chennai,Books,Textbook,3,18201,0,54603.0,Debit Card,2024,10,10.907862419122868
East,Kolkata,Books,Non-Fiction,4,59487,10,214153.2,COD,2025,5,12.274451595272396
North,Lucknow,Sports,Cricket Bat,4,47183,0,188732.0,COD,2024,2,12.148088596829899
West,Mumbai,Toys,Doll,1,17904,0,17904.0,Credit Card,2024,3,9.792835282432533
South,Hyderabad,Books,Fiction,3,72148,0,216444.0,UPI,2024,4,12.285091752580216
East,Ranchi,Clothing,Women's Wear,5,60301,10,271354.5,Debit Card,2023,12,12.511185048311381
North,Jaipur,Beauty,Foundation,3,57840,5,164844.0,Net Banking,2025,1,12.012760917436315
South,Chennai,Groceries,Rice,4,3166,20,10131.2,Credit Card,2024,12,9.223473750366146
North,Lucknow,Books,Comics,2,60662,5,115257.8,Net Banking,2024,5,11.654935313692317
West,Surat,Clothing,Kids Wear,5,36207,20,144828.0,Credit Card,2024,5,11.883309015124237
North,Amritsar,Books,Textbook,2,38918,5,73944.2,Debit Card,2024,9,11.211079557310175
East,Patna,Books,Textbook,5,35494,10,159723.0,Net Banking,2024,2,11.981202604690264
West,Surat,Books,Biography,5,23933,5,113681.75,COD,2024,8,11.641166953189158
North,Delhi,Groceries,Rice,5,18658,20,74632.0,Credit Card,2024,11,11.220338047629173
West,Goa,Clothing,Kids Wear,3,41018,0,123054.0,Credit Card,2025,5,11.72038668888233
North,Jaipur,Beauty,Perfume,3,21252,20,51004.8,Credit Card,2025,8,10.839694630730406
North,Amritsar,Groceries,Wheat,2,38122,0,76244.0,COD,2024,10,11.241707118549112
North,Chandigarh,Beauty,Shampoo,3,65725,15,167598.75,Net Banking,2024,7,12.02933397538223
South,Hyderabad,Kitchen,Cookware Set,1,60692,0,60692.0,UPI,2025,6,11.013583649145524
West,Goa,Sports,Cricket Bat,1,37181,0,37181.0,COD,2025,1,10.523580052190162
East,Kolkata,Home Decor,Cushion,5,21701,15,92229.25,COD,2025,2,11.432043446840858
East,Patna,Toys,Puzzle,2,40032,5,76060.8,UPI,2024,12,11.239301446729442
West,Ahmedabad,Beauty,Shampoo,1,6543,0,6543.0,Net Banking,2024,1,8.786303878282583
North,Amritsar,Beauty,Perfume,4,59012,0,236048.0,COD,2024,6,12.371794689574864
North,Chandigarh,Toys,RC Car,4,13363,15,45434.2,COD,2024,11,10.724042414012573
West,Mumbai,Kitchen,Refrigerator,3,48616,20,116678.4,Credit Card,2024,9,11.66718528169898
West,Goa,Books,Fiction,1,26132,0,26132.0,UPI,2025,4,10.170954162487002
West,Pune,Home Decor,Lamp,5,61732,10,277794.0,COD,2024,5,12.534638710580289
East,Guwahati,Books,Biography,3,12256,10,33091.2,Credit Card,2024,8,10.407052884048609
North,Jaipur,Furniture,Chair,4,2901,15,9863.4,COD,2024,10,9.196687595522397
West,Ahmedabad,Clothing,Accessories,1,28655,10,25789.5,Net Banking,2025,1,10.1577614860469
South,Thiruvananthapuram,Toys,Doll,2,16766,20,26825.6,COD,2025,6,10.197149211572905
North,Jaipur,Furniture,Bed,4,74890,0,299560.0,Credit Card,2025,1,12.610073348587134
North,Delhi,Furniture,Sofa,5,78400,15,333200.0,COD,2024,12,12.716501190470801
North,Chandigarh,Toys,Doll,3,53443,5,152312.55,Debit Card,2024,2,11.933696504065589
South,Thiruvananthapuram,Kitchen,Refrigerator,2,45753,5,86930.7,COD,2023,10,11.372878031846463
East,Bhubaneswar,Sports,Cricket Bat,3,47663,0,142989.0,COD,2025,7,11.870529976726893
South,Thiruvananthapuram,Kitchen,Juicer,2,69740,20,111584.0,Debit Card,2024,10,11.62254191129355
South,Hyderabad,Sports,Yoga Mat,1,23482,5,22307.9,COD,2024,7,10.01274098096675
North,Chandigarh,Home Decor,Cushion,2,47485,0,94970.0,COD,2023,10,11.461326860822501
North,Jaipur,Sports,Yoga Mat,1,30547,20,24437.6,COD,2024,7,10.103919128502401
South,Bangalore,Sports,Dumbbells,3,79296,0,237888.0,UPI,2024,11,12.379559457306954
East,Kolkata,Toys,Puzzle,4,43841,20,140291.2,Net Banking,2025,4,11.851482669391842
North,Amritsar,Books,Biography,5,61062,20,244248.0,Net Banking,2024,7,12.405943475730835
East,Patna,Furniture,Chair,1,38588,10,34729.2,UPI,2024,12,10.455364904431587
West,Goa,Furniture,Bed,2,13018,0,26036.0,Net Banking,2025,7,10.167273882312355
North,Amritsar,Groceries,Spices,2,63094,5,119878.6,COD,2023,10,11.69424318475503
East,Patna,Clothing,Men's Wear,1,32692,10,29422.8,COD,2024,10,10.289559149648625
North,Amritsar,Books,Non-Fiction,1,47091,5,44736.45,Credit Card,2025,7,10.708566237443033
East,Guwahati,Electronics,Laptop,4,37965,0,151860.0,COD,2025,7,11.930720907758054
East,Guwahati,Toys,Board Game,1,32354,5,30736.3,UPI,2025,5,10.333232179793235
North,Amritsar,Beauty,Shampoo,4,445,5,1691.0,Credit Card,2025,3,7.433666540166168
West,Surat,Home Decor,Clock,1,32556,15,27672.6,Net Banking,2025,3,10.228234169124725
South,Chennai,Electronics,Headphones,4,40124,15,136421.6,COD,2024,3,11.823512699816128
West,Goa,Beauty,Face Cream,4,65371,5,248409.8,COD,2024,11,12.422839106357179
North,Jaipur,Toys,Doll,5,43156,0,215780.0,COD,2024,9,12.282019283444393
West,Ahmedabad,Sports,Cricket Bat,2,32871,20,52593.6,Credit Card,2025,1,10.87036873185878
South,Chennai,Clothing,Shoes,4,56993,10,205174.8,COD,2023,12,12.231622451600826
West,Mumbai,Sports,Yoga Mat,1,51149,10,46034.1,COD,2024,5,10.737159427979824
North,Amritsar,Clothing,Women's Wear,5,74691,0,373455.0,COD,2024,11,12.830555472063969
South,Chennai,Clothing,Accessories,5,59691,5,283532.25,Debit Card,2023,12,12.555084679223336
West,Mumbai,Kitchen,Cookware Set,5,27714,15,117784.5,UPI,2025,7,11.676620452640408
South,Chennai,Home Decor,Lamp,1,19094,15,16229.9,Credit Card,2024,4,9.694672111836248
South,Chennai,Clothing,Shoes,3,69544,5,198200.4,Debit Card,2025,3,12.197038964425227
South,Coimbatore,Beauty,Lipstick,4,45913,5,174469.4,Debit Card,2023,12,12.069510378729083
East,Patna,Home Decor,Lamp,4,36107,15,122763.8,Debit Card,2024,3,11.718025608653523
West,Surat,Furniture,Sofa,1,3801,10,3420.9,Credit Card,2024,6,8.137951231348351
East,Patna,Groceries,Spices,1,57929,15,49239.65,COD,2024,6,10.80447478086114
West,Ahmedabad,Groceries,Wheat,5,21407,10,96331.5,Net Banking,2024,7,11.475561027870013
North,Lucknow,Home Decor,Lamp,4,46703,5,177471.4,Credit Card,2024,5,12.086570382849578
North,Delhi,Beauty,Lipstick,1,30391,15,25832.35,UPI,2025,1,10.159421571834411
West,Pune,Home Decor,Vase,5,51544,10,231948.0,Credit Card,2024,11,12.354272798896615
North,Chandigarh,Toys,RC Car,2,15156,10,27280.8,Credit Card,2024,10,10.213975092185347
North,Chandigarh,Kitchen,Cookware Set,1,4842,0,4842.0,Net Banking,2025,1,8.48528964240323
North,Jaipur,Toys,Puzzle,4,47431,15,161265.4,Debit Card,2025,4,11.990812934912729
East,Patna,Sports,Football,1,4254,5,4041.3,Net Banking,2024,4,8.304569115892178
East,Bhubaneswar,Groceries,Sugar,2,66728,20,106764.8,COD,2024,1,11.578392929506247
South,Coimbatore,Clothing,Kids Wear,4,34919,5,132692.2,COD,2024,12,11.795794975601131
South,Bangalore,Sports,Cricket Bat,2,69831,15,118712.7,COD,2024,3,11.684469990955419
South,Thiruvananthapuram,Books,Textbook,5,16738,10,75321.0,UPI,2025,2,11.229527535790833
South,Hyderabad,Furniture,Cabinet,1,27395,10,24655.5,Net Banking,2024,9,10.112795836393865
West,Ahmedabad,Groceries,Sugar,4,36193,20,115817.6,COD,2024,2,11.659780452984396
North,Chandigarh,Sports,Football,3,1189,5,3388.65,Net Banking,2024,9,8.128481950206623
South,Bangalore,Books,Comics,1,9126,10,8213.4,UPI,2025,7,9.01364399067682
West,Ahmedabad,Sports,Tennis Racket,4,42688,20,136601.6,Net Banking,2023,12,11.824831259612653
East,Ranchi,Electronics,Laptop,5,57067,5,271068.25,Debit Card,2025,7,12.510129602273667
West,Mumbai,Kitchen,Refrigerator,4,41620,0,166480.0,UPI,2025,6,12.02263646777701
North,Delhi,Electronics,Laptop,1,37428,5,35556.6,COD,2024,11,10.478909195786628
West,Mumbai,Furniture,Bed,3,17042,15,43457.1,Credit Card,2024,12,10.679552534493034
South,Bangalore,Toys,Doll,2,72925,20,116680.0,UPI,2025,3,11.667198994394024
East,Kolkata,Groceries,Oil,5,42402,10,190809.0,Credit Card,2025,7,12.159033447524388
North,Lucknow,Home Decor,Vase,3,62626,0,187878.0,COD,2024,7,12.14355341758046
East,Ranchi,Books,Comics,1,27474,0,27474.0,Net Banking,2024,12,10.221031779271822
West,Surat,Beauty,Perfume,3,50954,20,122289.6,Net Banking,2024,11,11.714155458541484
South,Thiruvananthapuram,Toys,Doll,2,5007,20,8011.2,COD,2025,8,8.988720659030315
West,Ahmedabad,Home Decor,Lamp,4,62119,10,223628.4,Net Banking,2024,2,12.31774549641399
West,Pune,Beauty,Lipstick,4,20217,0,80868.0,UPI,2025,2,11.300585840488498
North,Jaipur,Sports,Dumbbells,3,25307,20,60736.8,COD,2025,3,11.01432151798988
West,Pune,Beauty,Foundation,4,23916,0,95664.0,COD,2024,1,11.468607784319103
North,Chandigarh,Books,Comics,3,6415,15,16358.25,Credit Card,2024,9,9.70254876558511
North,Delhi,Books,Non-Fiction,4,43919,10,158108.4,Net Banking,2023,12,11.971042477470604
North,Lucknow,Electronics,Mobile,5,43422,10,195399.0,Debit Card,2023,10,12.182804018590819
East,Guwahati,Sports,Tennis Racket,2,54001,0,108002.0,COD,2023,11,11.58991428349834
East,Patna,Toys,Puzzle,4,13912,5,52865.6,COD,2024,7,10.875527038479932
North,Amritsar,Sports,Tennis Racket,3,44421,10,119936.7,Net Banking,2024,8,11.69472772028384
South,Coimbatore,Books,Fiction,4,26402,15,89766.8,Credit Card,2024,7,11.404981615376798
North,Lucknow,Books,Fiction,2,48812,20,78099.2,Debit Card,2023,10,11.26574789664396
South,Chennai,Books,Fiction,2,16765,20,26824.0,Net Banking,2025,8,10.1970895674989
West,Ahmedabad,Electronics,Headphones,4,70205,0,280820.0,Net Banking,2024,3,12.545472734662221
North,Delhi,Home Decor,Wall Art,3,79374,15,202403.7,Net Banking,2024,5,12.21802443746971
East,Kolkata,Electronics,Mobile,1,50990,0,50990.0,UPI,2024,11,10.839404425545462
East,Ranchi,Groceries,Sugar,5,3019,0,15095.0,Net Banking,2024,1,9.622185087048386
West,Surat,Kitchen,Juicer,2,69886,0,139772.0,Debit Card,2023,10,11.847774957082049
West,Ahmedabad,Kitchen,Mixer Grinder,1,13377,0,13377.0,Debit Card,2024,5,9.501366845678353
North,Amritsar,Clothing,Men's Wear,3,53574,20,128577.6,Net Banking,2025,8,11.76429566947339
East,Ranchi,Home Decor,Clock,4,16159,10,58172.4,Credit Card,2025,8,10.971183484569238
West,Ahmedabad,Furniture,Bed,4,54791,15,186289.4,UPI,2024,9,12.135062025471314
South,Coimbatore,Books,Comics,2,50012,15,85020.4,Credit Card,2024,6,11.350658268490921
West,Goa,Toys,RC Car,4,73997,5,281188.6,COD,2025,3,12.546784453881935
South,Thiruvananthapuram,Clothing,Women's Wear,5,51750,10,232875.0,COD,2024,7,12.358261402043892
South,Chennai,Beauty,Face Cream,3,33780,10,91206.0,COD,2024,2,11.42088692750292
East,Bhubaneswar,Clothing,Women's Wear,4,58069,5,220662.2,Net Banking,2025,6,12.304392836157843
West,Surat,Sports,Tennis Racket,3,6783,20,16279.2,Credit Card,2025,2,9.697704924493356
East,Bhubaneswar,Beauty,Foundation,3,46887,0,140661.0,Net Banking,2024,9,11.854115128444274
South,Bangalore,Books,Fiction,5,48885,10,219982.5,Credit Card,2025,2,12.301307822521858
East,Bhubaneswar,Clothing,Women's Wear,3,50793,5,144760.05,UPI,2024,9,11.882839731036286
West,Pune,Furniture,Sofa,1,16997,0,16997.0,Credit Card,2024,4,9.740850969058572
South,Chennai,Beauty,Shampoo,1,54181,5,51471.95,Debit Card,2024,8,10.848811705945105
South,Chennai,Kitchen,Juicer,3,79851,20,191642.4,UPI,2025,7,12.16339163243851
South,Bangalore,Electronics,Headphones,5,67709,0,338545.0,Credit Card,2023,10,12.73241525575021
South,Coimbatore,Toys,RC Car,3,10708,5,30517.8,Credit Card,2024,6,10.326098166145716
West,Pune,Beauty,Foundation,3,69600,5,198360.0,COD,2025,3,12.197843881929343
North,Delhi,Toys,Puzzle,4,38431,20,122979.2,UPI,2025,9,11.719778645786834
North,Delhi,Clothing,Kids Wear,3,47134,20,113121.6,Debit Card,2024,3,11.636227465307563
East,Guwahati,Toys,Doll,1,51243,15,43556.55,Net Banking,2023,12,10.68183833120434
South,Chennai,Beauty,Lipstick,2,10564,10,19015.2,Net Banking,2024,8,9.853046526443704
North,Chandigarh,Toys,Action Figure,5,11067,0,55335.0,Net Banking,2024,11,10.92117897028042
North,Chandigarh,Sports,Tennis Racket,2,56125,15,95412.5,Credit Card,2025,5,11.465975356858825
East,Patna,Furniture,Cabinet,2,73299,10,131938.2,Net Banking,2024,8,11.790096489396346
West,Mumbai,Beauty,Lipstick,1,23413,20,18730.4,Credit Card,2023,10,9.837956539040917
North,Delhi,Home Decor,Cushion,5,23691,15,100686.75,COD,2024,3,11.519779422846105
North,Lucknow,Beauty,Foundation,3,45701,20,109682.4,COD,2024,9,11.605353313026335
North,Jaipur,Home Decor,Clock,2,31987,0,63974.0,Net Banking,2025,5,11.06624766102799
West,Mumbai,Books,Fiction,3,65969,20,158325.6,Debit Card,2025,1,11.97241526712861
South,Coimbatore,Books,Comics,1,13459,10,12113.1,Credit Card,2024,11,9.402125342418493
South,Chennai,Electronics,Camera,1,28915,10,26023.5,UPI,2024,6,10.166793681002742
South,Thiruvananthapuram,Groceries,Rice,1,56277,5,53463.15,Credit Card,2025,6,10.886766614813187
South,Coimbatore,Clothing,Women's Wear,1,48636,10,43772.4,Net Banking,2024,9,10.686781605943517
East,Bhubaneswar,Toys,Doll,4,46758,15,158977.2,Credit Card,2024,4,11.976522364884117
South,Chennai,Toys,Doll,2,67375,15,114537.5,COD,2024,9,11.648666290000389
South,Thiruvananthapuram,Sports,Football,4,73545,10,264762.0,UPI,2024,4,12.486590365185434
North,Amritsar,Books,Fiction,3,33816,15,86230.8,COD,2024,11,11.364794298134163
North,Lucknow,Groceries,Spices,5,627,0,3135.0,Credit Card,2024,10,8.0507033814703
North,Jaipur,Furniture,Table,4,44313,20,141801.6,Debit Card,2024,12,11.86219122859613
North,Amritsar,Beauty,Foundation,4,34284,10,123422.4,Credit Card,2024,10,11.72337599970498
North,Delhi,Toys,Doll,4,47008,20,150425.6,UPI,2025,6,11.921230536561817
North,Delhi,Beauty,Shampoo,2,69366,10,124858.8,UPI,2024,1,11.734946786820442
East,Patna,Kitchen,Cookware Set,5,65778,5,312445.5,Net Banking,2023,11,12.652188533502201
East,Kolkata,Sports,Yoga Mat,3,1200,0,3600.0,UPI,2024,7,8.188966863648876
North,Lucknow,Books,Fiction,2,31819,15,54092.3,Credit Card,2024,2,10.898465612433203
North,Delhi,Home Decor,Cushion,4,47922,0,191688.0,COD,2025,6,12.163629546062378
North,Chandigarh,Groceries,Spices,3,33133,10,89459.1,Credit Card,2025,5,11.401547994804234
East,Kolkata,Home Decor,Wall Art,1,67503,15,57377.55,UPI,2025,3,10.957425819087096
South,Thiruvananthapuram,Sports,Yoga Mat,4,28665,5,108927.0,Debit Card,2023,12,11.598442392492991
East,Patna,Kitchen,Microwave,4,57143,0,228572.0,COD,2025,3,12.339610913131065
North,Amritsar,Toys,Board Game,3,33778,20,81067.2,UPI,2023,10,11.303046054700847
North,Amritsar,Groceries,Oil,1,13630,0,13630.0,COD,2025,3,9.520101889570842
South,Bangalore,Kitchen,Juicer,3,47961,10,129494.7,Debit Card,2025,6,11.771402954937239
North,Lucknow,Clothing,Men's Wear,3,58707,20,140896.8,COD,2025,5,11.855790083854298
East,Bhubaneswar,Furniture,Chair,5,21305,10,95872.5,Credit Card,2025,5,11.47078489317559
South,Bangalore,Toys,Board Game,3,55777,5,158964.45,Net Banking,2024,1,11.976442161992775
South,Coimbatore,Electronics,Smartwatch,3,67587,20,162208.8,UPI,2025,1,11.996645838073793
North,Lucknow,Home Decor,Wall Art,2,31379,15,53344.3,Net Banking,2023,12,10.884541155379548
North,Chandigarh,Furniture,Sofa,2,70131,0,140262.0,Credit Card,2025,5,11.851274510711443
West,Surat,Toys,RC Car,5,63338,20,253352.0,Credit Card,2024,2,12.442539052160177
South,Chennai,Beauty,Face Cream,1,45240,10,40716.0,UPI,2025,4,10.614400974640018
South,Coimbatore,Toys,Puzzle,1,25879,15,21997.15,Debit Card,2024,2,9.998713637895523
West,Surat,Kitchen,Refrigerator,3,24895,15,63482.25,Net Banking,2024,5,11.058531370557285
East,Patna,Home Decor,Cushion,3,56151,20,134762.4,Credit Card,2024,6,11.811275927240803
South,Chennai,Groceries,Wheat,2,72161,20,115457.6,Debit Card,2024,3,11.656667303130014
South,Chennai,Kitchen,Refrigerator,1,79632,10,71668.8,Credit Card,2025,8,11.17982473841619
South,Coimbatore,Home Decor,Clock,1,31128,15,26458.8,UPI,2024,3,10.183381879061393
West,Pune,Electronics,Smartwatch,1,13595,5,12915.25,Debit Card,2025,8,9.466241487528565
West,Ahmedabad,Books,Biography,1,6343,0,6343.0,UPI,2024,11,8.755264763314685
East,Kolkata,Electronics,Laptop,2,68154,15,115861.8,UPI,2023,11,11.660162011456817
North,Delhi,Clothing,Women's Wear,1,74854,10,67368.6,COD,2024,6,11.117949156576236
South,Thiruvananthapuram,Clothing,Men's Wear,5,27661,20,110644.0,UPI,2024,11,11.614082156929966
South,Bangalore,Home Decor,Clock,3,19872,10,53654.4,Net Banking,2024,3,10.89033739537025
South,Hyderabad,Beauty,Perfume,2,69790,5,132601.0,Debit Card,2025,1,11.795107439576412
South,Chennai,Groceries,Sugar,5,7842,15,33328.5,Net Banking,2024,6,10.414198169689111
West,Ahmedabad,Sports,Tennis Racket,1,46483,10,41834.7,Credit Card,2025,4,10.641505320990813
West,Ahmedabad,Toys,Board Game,3,55155,10,148918.5,Credit Card,2025,7,11.91116117047363
East,Patna,Home Decor,Clock,1,43008,20,34406.4,Credit Card,2024,1,10.446026936506371
South,Coimbatore,Sports,Tennis Racket,4,56586,15,192392.4,UPI,2025,2,12.16729751309106
South,Chennai,Sports,Yoga Mat,2,21036,15,35761.2,Debit Card,2024,12,10.484646748647892
South,Thiruvananthapuram,Beauty,Lipstick,1,8435,0,8435.0,Credit Card,2025,8,9.040263541598666
South,Thiruvananthapuram,Furniture,Bed,1,59069,20,47255.2,Debit Card,2024,12,10.763339141244916
North,Chandigarh,Groceries,Spices,4,72844,10,262238.4,Net Banking,2024,11,12.477013105994564
South,Coimbatore,Books,Textbook,4,56495,20,180784.0,Net Banking,2024,1,12.10506375889669
North,Lucknow,Beauty,Foundation,2,58411,10,105139.8,COD,2024,9,11.563055683246906
East,Bhubaneswar,Toys,Puzzle,1,74254,15,63115.9,Credit Card,2025,1,11.052743841512669
South,Thiruvananthapuram,Groceries,Oil,2,27743,5,52711.7,Debit Card,2024,8,10.872611692214086
South,Hyderabad,Electronics,Smartwatch,1,78463,15,66693.55,UPI,2024,10,11.107878519419915
West,Surat,Clothing,Women's Wear,3,70431,15,179599.05,Net Banking,2025,4,12.098487713246634
South,Coimbatore,Groceries,Spices,1,48348,15,41095.8,UPI,2024,2,10.623685538572387
West,Mumbai,Beauty,Foundation,5,18837,15,80057.25,Net Banking,2025,10,11.290509773701617
West,Goa,Sports,Yoga Mat,3,11450,0,34350.0,UPI,2024,7,10.444386409308262
North,Delhi,Kitchen,Cookware Set,2,77558,20,124092.8,Debit Card,2024,1,11.72879301023476
West,Surat,Furniture,Cabinet,2,13108,20,20972.8,Net Banking,2025,7,9.951029318733362
West,Pune,Electronics,Mobile,3,57883,15,147601.65,Net Banking,2025,8,11.902279144916879
East,Guwahati,Clothing,Women's Wear,3,42725,10,115357.5,Credit Card,2025,7,11.655799949660315
West,Goa,Beauty,Perfume,3,55957,0,167871.0,Credit Card,2024,4,12.030957063226545
East,Guwahati,Sports,Tennis Racket,4,56766,15,193004.4,Net Banking,2025,5,12.170473446770222
North,Chandigarh,Clothing,Accessories,2,74359,10,133846.2,Credit Card,2025,5,11.804454129790583
South,Bangalore,Electronics,Mobile,2,16331,5,31028.9,Credit Card,2025,9,10.342706534749512
West,Surat,Furniture,Bed,5,44511,20,178044.0,COD,2023,10,12.089791606312179
North,Jaipur,Furniture,Chair,4,42955,5,163229.0,UPI,2023,10,12.002915528148081
West,Surat,Groceries,Wheat,5,58177,0,290885.0,Debit Card,2024,3,12.580686716821223
South,Thiruvananthapuram,Toys,Action Figure,4,54053,5,205401.4,UPI,2025,9,12.232726260926345
North,Delhi,Electronics,Headphones,5,29477,0,147385.0,Net Banking,2025,7,11.900810274579303
South,Bangalore,Electronics,Mobile,4,56039,5,212948.2,COD,2024,6,12.268808918593892
South,Hyderabad,Sports,Football,1,65150,5,61892.5,Net Banking,2025,1,11.033170445081408
West,Goa,Kitchen,Refrigerator,3,54345,0,163035.0,Debit Card,2024,7,12.00172631429887
South,Bangalore,Sports,Football,4,45467,5,172774.6,Credit Card,2025,5,12.059748921678207
North,Jaipur,Toys,Board Game,3,53536,20,128486.4,Credit Card,2024,4,11.763586124035049
North,Jaipur,Books,Textbook,3,56465,15,143985.75,COD,2025,3,11.877476560435712
North,Jaipur,Books,Biography,2,68644,10,123559.2,Credit Card,2025,9,11.72448376567802
South,Hyderabad,Furniture,Table,4,63192,20,202214.4,Debit Card,2025,5,12.217088744883942
West,Goa,Groceries,Rice,3,57535,0,172605.0,Credit Card,2025,8,12.058766819483811
East,Patna,Kitchen,Cookware Set,1,4957,15,4213.45,Net Banking,2025,6,8.346274375563626
West,Mumbai,Electronics,Headphones,3,68401,10,184682.7,Debit Card,2025,6,12.126399911074772
North,Delhi,Books,Comics,5,30383,0,151915.0,Net Banking,2025,4,11.931083015492353
East,Kolkata,Books,Textbook,1,75876,0,75876.0,Debit Card,2024,7,11.236868887157732
North,Delhi,Home Decor,Vase,4,78123,5,296867.4,Credit Card,2025,2,12.60104422194497
West,Goa,Clothing,Men's Wear,3,66674,15,170018.7,Net Banking,2024,5,12.043669591671499
North,Amritsar,Kitchen,Cookware Set,1,53914,10,48522.6,Debit Card,2024,3,10.789805556513333
South,Thiruvananthapuram,Toys,Board Game,5,42355,0,211775.0,Debit Card,2024,2,12.263284391281283
West,Ahmedabad,Books,Biography,2,14604,20,23366.4,Credit Card,2025,1,10.05909716759963
East,Bhubaneswar,Books,Comics,2,56144,15,95444.8,Net Banking,2024,12,11.466313826090435
North,Jaipur,Electronics,Mobile,4,69488,0,277952.0,Net Banking,2024,3,12.535207313631517
North,Jaipur,Groceries,Wheat,1,54783,15,46565.55,Debit Card,2024,8,10.748637751205157
North,Jaipur,Electronics,Headphones,4,31813,15,108164.2,Net Banking,2023,11,11.59141496704421
